X,Y,OBJECTID,Mine_ID,MineName,Address,Latitude,Longitude,LAS_CODE,LAS_Name,ReportYear,ReportType,Acres_Dist,MineStatus,Rec_Status,Operator,Opt_Street,Opt_City,Opt_State,Opt_Zip,OptCountry,Owner,Owr_Street,Owr_City,Owr_State,Owr_Zip,OwrCountry,RP_Number,PriProduct,Other_Prod,Opt_Type,Permit_Num,PermitAcre,Mech_Total,FaceAmount
-13162416.5914,4447938.2711,2020382,91-14-0115,#139-EXEMPT,,37.063333,-118.24,14.00 ,County of Inyo,1995,2 ,0.7,EXEMPT,RECLAMATION NOT STARTED,CALTRANS,500 S. MAIN STREET,BISHOP,CA,93514,,CALTRANS,500 S. MAIN STREET,BISHOP,CA,93514,,,Sand and Gravel,,,,,,
-13572628.915,4448325.8186,2020383,91-44-0001,OLIVE SPRINGS QUARRY,1299 OLIVE SPRINGS ROAD,37.066111,-121.925,44.00 ,County of Santa Cruz,2021,2 ,22.26,ACTIVE,RECLAMATION NOT STARTED,BONE,1299 OLIVE SPRINGS ROAD,SOQUEL,CA,95073,,BONE,160 Harn Ranch Road,Soquel,CA,95073,,88-0233,Sand and Gravel,,OPEN PIT,,58.00,505662,880126
-13165199.5787,4449759.7841,2020384,91-14-0110,FISH SPRINGS #1 PIT E/O CINDER CONE,240 W. SOUTH ST.,37.076389,-118.265,14.00 ,County of Inyo,2022,2 ,2,CLOSED NO INTENT TO RESUME,RECLAMATION IN PROGRESS,"LOS ANGELES COUNTY, DEPARTMENT OF WATER & POWER",240 W. South St. ,Bishop,CA,93514,,"LOS ANGELES COUNTY, DEPARTMENT OF WATER & POWER",300 MANDICH STREET,BISHOP,CA,93514,US,,Cinders,,UNDETERMINED,BLANK,4.00,3812.41,37477.76
-13588430.0488,4449798.5728,2020385,91-44-0007,QUAIL HOLLOW QUARRY,PO BOX 50001,37.076667,-122.066944,44.00 ,County of Santa Cruz,2021,2 ,69,ACTIVE,RECLAMATION IN PROGRESS,GRANITE ROCK COMPANY,PO BOX 50001,WATSONVILLE,CA,95077,,GRANITE ROCK COMPANY,P. O. BOX 50001,WATSONVILLE,CA,65077,,,Sand and Gravel,,OPEN PIT,527-U,242.00,1182853,1280685
-13335023.6958,4450806.2915,2020386,91-20-0014,MADERA QUARRY,P.O. BOX 994248,37.083889,-119.790556,20.00 ,County of Madera,2021,2 ,41,ACTIVE,RECLAMATION NOT STARTED,"CHOWCHILLA ASPHALT, INC.",P.O. BOX 994248,REDDING,CA,96099-4248,,"CHOWCHILLA ASPHALT, INC.",P.O. BOX 994248,REDDING,CA,96099-4248,,,Sand and Gravel,,OPEN PIT,,125.00,,216291.86
-13336260.5666,4451155.1502,2020387,91-20-0010,MADERA QUARRY,23050 ROAD 209,37.086389,-119.801667,20.00 ,County of Madera,2019,2 ,0,ACTIVE,RECLAMATION NOT STARTED,PRIZANT,23050 ROAD 209,MADERA,CA,93636,,PRIZANT,23050 ROAD 209,MADERA,CA,93636,,CUP 95-04,Rock,,OPEN PIT,,40.00,20718,18917
-13387714.8843,4452628.1589,2020388,91-20-0005,BERENDA SLOUGH - RECLAIMED,,37.096944,-120.263889,20.00 ,County of Madera,1993,2 ,0,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"CENTRAL VALLEY CONCRETE, INC.",3823 N. HIGHWAY 59,MERCED,CA,95348,,"CENTRAL VALLEY CONCRETE, INC.",12523 N. HIGHWAY 59,MERCED,CA,95348,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,"15498BD,CUP90-09,CUP91-31",,,
-13143677.8476,4455807.6542,2020389,91-14-0081,PAPOOSE- RECLAIMED,168 NORTH EDWARDS STREET / PO DRAWER Q,37.119722,-118.071667,14.00 ,County of Inyo,2015,2 ,0,RECLAIMED,RECLAMATION IN PROGRESS,INYO COUNTY ROAD DEPARTMENT,168 NORTH EDWARDS / PO DRAWER Q,INDEPENDENCE,CA,93526,,INYO COUNTY ROAD DEPARTMENT,168 NORTH EDWARDS / PO DRAWER Q,INDEPENDENCE,CA,93526,,,Decomposed Granite,,OPEN PIT,94-001-54,,1097.62,0
-13379273.1934,4458794.1352,2020390,91-20-0008,BOLLINGER ASH SLOUGH SITE-RECLAIMED,,37.141111,-120.188056,20.00 ,County of Madera,1996,2 ,0,RECLAIMED,,"BREWER, INC.",170 S. HUGHES,FRESNO,CA,93706,,BREWER,170 S. HUGHES,FRESNO,CA,93706,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,"78-329,88-21",,,
-13425872.7567,4460462.3467,2020391,91-24-0039,DWR/EASTSIDE BYPASS- EXEMPT-RECLAIMED,,37.153056,-120.606667,60.00 ,California Department of Water Resources,2001,2 ,0,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,CALIFORNIA DEPARTMENT OF WATER RESOURCES,11704 W. HENRY MILLER AVENUE,DOS PALOS,CA,93620,,CALIFORNIA DEPARTMENT OF WATER RESOURCES,3251 S STREET,SACRAMENTO,CA,95816,,,Fill Dirt,,QUARRY,N/A,,,
-13171600.4494,4460850.214,2020392,91-14-0109,SUGARLOAF ROAD PIT,240 W. South St.,37.155833,-118.3225,14.00 ,County of Inyo,2022,2 ,2.7,CLOSED NO INTENT TO RESUME,RECLAMATION IN PROGRESS,"LOS ANGELES COUNTY, DEPARTMENT OF WATER & POWER",240 W. South St. ,Bishop,CA,93514,,"LOS ANGELES COUNTY, DEPARTMENT OF WATER & POWER",300 MANDICH STREET,BISHOP,CA,93514,US,,Decomposed Granite,,UNDETERMINED,BLANK,3.00,4683.57,29017.03
-13158056.5409,4462867.996,2020393,91-14-0118,#305-CLOSED-NEVER DISTURBED,,37.170278,-118.200833,14.00 ,County of Inyo,2000,2 ,0,CLOSED - NEVER OPERATED,,CALTRANS,500 S. MAIN STREET,BISHOP,CA,93514,,CALTRANS,500 S. MAIN STREET,BISHOP,CA,93514,,,Sand and Gravel,,OPEN PIT,BLANK,55.00,,
-13545757.6144,4463838.1214,2020394,91-43-0005,POLAK PIT QUARRY-RECLAIMED,PO BOX 50001,37.177222,-121.683611,43.00 ,County of Santa Clara,2008,2 ,0,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,GRANITE ROCK COMPANY,PO BOX 50001,WATSONVILLE,CA,95077-5001,,GRANITE ROCK COMPANY,PO BOX 50001,WATSONVILLE,CA,95077-5001,,,Sand and Gravel,,OPEN PIT,89P 89A,90.00,100397,0
-13171693.1785,4465468.2838,2020395,91-14-0028,MATERIALS SITE# 116-5A BIG PINE,,37.188889,-118.323333,14.00 ,County of Inyo,1994,2 ,2.8,CLOSED - MERGED,RECLAMATION NOT STARTED,CALTRANS,500 S. MAIN STREET,BISHOP,CA,93514,,CALTRANS,500 S. MAIN STREET,BISHOP,CA,93514,,,,,OPEN PIT,9,120.00,,
-13171693.1785,4465468.2838,2020396,91-14-0070,BIG PINE,168 N. Edwards St. / P.O. Drawer Q,37.188889,-118.323333,14.00 ,County of Inyo,2021,2 ,4.69,ACTIVE,RECLAMATION NOT STARTED,Inyo County Road Department,168 N. Edwards St. / P.O. Drawer Q,Independence,CA,93526,,Inyo County Road Department,168 N. Edwards St. / P.O. Drawer Q,Independence,CA,93526,,,Decomposed Granite,,OPEN PIT,7-E,120.00,40946.26,47210
-13162787.6193,4465934.0308,2020397,91-14-0045,MATERIALS SITE #283 NEW ZURICH-MERGED W/14-0059,,37.192222,-118.243333,14.00 ,County of Inyo,1993,2 ,0,CLOSED - MERGED,,CALTRANS,500 S. MAIN STREET,BISHOP,CA,93514,,CALTRANS,500 S. MAIN STREET,BISHOP,CA,93514,,,Sand and Gravel,,OPEN PIT,CA017-FU90,0.00,,
-13162602.161,4466632.7598,2020398,91-14-0059,BIG PINE COMMUNITY PIT,,37.197222,-118.241667,14.00 ,County of Inyo,1999,2 ,22,CLOSED - MERGED,RECLAMATION NOT STARTED,ZURICH COMMUNITY PIT,"785 N. MAIN STREET, SUITE E",BISHOP,CA,93514,,BUREAU OF LAND MANAGEMENT,"787 N. MAIN STREET, SUITE P",BISHOP,CA,93514,,,Sand and Gravel,,QUARRY,"CUP BO. 81-3,CUP NO. 81-3",,,
-13576648.7731,4467564.517,2020399,91-43-0006,LEXINGTON QUARRY,1170 HIGHWAY 92,37.203889,-121.961111,43.00 ,County of Santa Clara,2022,2 ,36,ACTIVE,RECLAMATION IN PROGRESS,CALMAT CO DBA VULCAN MATERIALS COMPANY,18500 Limekiln Canyon Rd,Los Gatos,CA,95033,,CALMAT CO DBA VULCAN MATERIALS COMPANY,"31 Rancho Camino Drive, Suite 300",Pomona,CA,91766,US,3690-30-48,Sand and Gravel,,OPEN PIT,,68.00,1863409,2147665
-13100974.4664,4468768.0829,2020400,91-14-0058,CRATER MINE,,37.2125,-117.688056,14.00 ,County of Inyo,1995,2 ,3,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,AMERICAN SULFUR PRODUCTS,PO BOX 2100,DICKINSON,ND,58602,,"AMERICANA CONTRACTING, INC. OF",PO BOX 2100,DICKINSON,ND,58602,,,Sulfur,,OPEN PIT,91-1,13.00,,
-13344207.5538,4469544.7221,2020401,91-20-0001,SIERRA WHITE QUARRY,17482 Granite West Road,37.218056,-119.873056,20.00 ,County of Madera,2022,2 ,60,ACTIVE,RECLAMATION NOT STARTED,COLD SPRING GRANITE COMPANY,17482 GRANITE WEST ROAD,COLD SPRING,MN,56320,,COLD SPRING GRANITE COMPANY,17482 GRANITE WEST ROAD,COLD SPRING,MN,56320,US,,Dimension Stone,,QUARRY,,70.00,1040964.37,1094237
-13625351.0503,4473467.2324,2020402,91-41-0004,PESCADERO QUARRY,752 CHESTNUT STREET,37.246111,-122.398611,41.00 ,County of San Mateo,2021,2 ,0,CLOSED NO INTENT TO RESUME,RECLAMATION IN PROGRESS,"SAN MATEO COUNTY, DEPARTMENT OF PUBLIC WORKS",752 CHESTNUT STREET,REDWOOD CITY,CA,94063,,SAN MATEO COUNTY PUBLIC WORKS,"305 VETERANS BOULEVARD, SUITE 301",REDWOOD CITY,CA,91063-1737,,,NOT REPORTED,,QUARRY,BLANK,,25000,0
-13379365.9225,4474205.3392,2020403,91-24-0007,CRAVEN PIT-JAXON,P.O. BOX 994248,37.251389,-120.188889,24.00 ,County of Mercd,2021,2 ,22.5,ACTIVE,RECLAMATION IN PROGRESS,JAXON ENTERPRISES,PO BOX 994248,REDDING,CA,96099-4248,,JAXON ENTERPRISES,PO BOX 994248,REDDING,CA,96099,,CUP 3603,Sand and Gravel,Gold (Placer),OPEN PIT,3603,90.00,112920,86007.26
-13125310.1316,4478479.3483,2020404,91-14-0125,JOSHUA FLATS BORROW PIT,168 N. Edwards St. / P.O. Drawer Q,37.281944,-117.906667,14.00 ,County of Inyo,2021,2 ,1,ACTIVE,RECLAMATION NOT STARTED,Inyo County Road Department,168 N. Edwards St. / P.O. Drawer Q,Independence,CA,93526,,Inyo County Road Department,168 N. Edwards St. / P.O. Drawer Q,Independence,CA,93526,,,Decomposed Granite,,OPEN PIT,CA 50702,10.00,5345.9,5335.23
-13563816.0848,4478945.8106,2020405,91-43-0003,AZEVEDO QUARRY,PO BOX 643,37.285278,-121.845833,70.00 ,State Mining & Geology Board,2015,2 ,30,CLOSED - ADMINISTRATIVELY,RECLAMATION IN PROGRESS,,,,,,,,,,,,,4728-43-60-91P,Rock,,QUARRY,14P71.4,188.00,,156334.67
-13450950.4776,4479917.4168,2020406,91-24-0027,GOMES MINE -  - RECLAIMED,,37.292222,-120.831944,24.00 ,County of Mercd,1996,2 ,0,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,STEVINSON CORPORATION,PO BOX 96,STEVINSON,CA,95374,,STEVINSON RANCH GOLF CLUB,PO BOX 96,STEVINSON,CA,95374,,,Clay,,UNDETERMINED,95010,2.00,,
-13590099.8411,4480578.1714,2020407,91-43-0007,STEVENS CREEK QUARRY PLANT 1,12100 STEVENS CANYON ROAD,37.296944,-122.081944,43.00 ,County of Santa Clara,2021,2 ,123,ACTIVE,RECLAMATION NOT STARTED,"STEVENS CREEK QUARRY, INC.",12100 STEVENS CANYON ROAD,CUPERTINO,CA,95014,,"STEVENS CREEK QUARRY, INC.",12100 STEVENS CANYON ROAD,CUPERTINO,CA,95014,,1253-16-62-83P,Stone,,QUARRY,253-16-628,,2304756.29,6446111
-13436015.1868,4483027.3273,2020408,91-24-0023,WCR MINE -  - RECLAIMED,,37.314444,-120.697778,24.00 ,County of Mercd,2000,2 ,0,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"WHITE CRANE RANCH, INC.",3218 E. KEYES ROAD,CERES,CA,95307,,"WHITE CRANE RANCH, INC.",3218 E. KEYES ROAD,CERES,CA,95307,,,Fill Dirt,,UNDETERMINED,3762,50.00,4250,
-13593346.6967,4483649.5037,2020409,91-43-0004,HANSON PERMANENTE CEMENT PERMANENTE QUARRY,24001 STEVENS CREEK BOULEVARD,37.318889,-122.111111,43.00 ,County of Santa Clara,2021,2 ,0,ACTIVE,RECLAMATION NOT STARTED,"HANSON PERMANENTE CEMENT, INC",24001 STEVENS CREEK BLVD.,CUPERTINO,CA,95014,,"HANSON PERMANENTE CEMENT, INC",24001 STEVEN'S CREEK BLVD,CUPERTINO,CA,95014,,2250-13-66-84P,Limestone,Sand and Gravel,OPEN PIT,2250-13-66-84P,0.00,,62458227
-13181371.8516,4485049.3602,2020410,91-14-0101,BROWN'S SUNLAND PIT,219 WYE ROAD,37.328889,-118.410278,14.00 ,County of Inyo,2022,2 ,9.25,ACTIVE,RECLAMATION IN PROGRESS,"BROWN'S SUPPLY, INC.",219 Wye Road,Bishop,CA,93514,US,"BROWN'S SUPPLY, INC.",219 WYE ROAD,BISHOP,CA,93514,US,,Decomposed Granite,,OPEN PIT,,39.00,,11382.59
-13180877.0365,4485127.0577,2020411,91-14-0031,#116-11 SUNLAND,500 SOUTH MAIN STREET,37.329444,-118.405833,14.00 ,County of Inyo,2022,2 ,10.2,CLOSED NO INTENT TO RESUME,RECLAMATION NOT STARTED,CALTRANS,500 S Main St,Bishop,CA,93514,US,CALTRANS,500 S Main St,Bishop,CA,93514,US,,Sand and Gravel,,OPEN PIT,,22.00,3200000,143753
-13180815.2542,4485321.5139,2020412,91-14-0069,SUNLAND PIT,168 N. Edwards St. ?P.O. Drawer Q,37.330833,-118.405278,14.00 ,County of Inyo,2021,2 ,11.52,ACTIVE,RECLAMATION NOT STARTED,Inyo County Road Department,168 N. Edwards St. / P.O. Drawer Q,Independence,CA,93526,,INYO COUNTY ROAD DEPARTMENT,168 N. Edwards St. / P.O. Drawer Q,Independence,CA,93526,United States,,Decomposed Granite,,OPEN PIT,7D,40.00,24779.19,25744
-13181186.2821,4485515.9738,2020413,91-14-0085,BISHOP - SUNLAND PIT,240 W. South St.,37.332222,-118.408611,14.00 ,County of Inyo,2022,2 ,11,ACTIVE,RECLAMATION NOT STARTED,"LOS ANGELES COUNTY, DEPARTMENT OF WATER & POWER",240 W. South St. ,Bishop,CA,93514,,"LOS ANGELES COUNTY, DEPARTMENT OF WATER & POWER",300 MANDICH STREET,BISHOP,CA,93514,US,,Decomposed Granite,,UNDETERMINED,BLANK,30.00,,184349.08
-13430449.2123,4485632.7354,2020414,91-24-0010,CLARK CENTRAL PIT,9465 Bell Drive,37.333056,-120.647778,24.00 ,County of Mercd,2022,2 ,29.26,ACTIVE,RECLAMATION IN PROGRESS,CLARK,9465 Bell Drive,ATWATER,CA,95301,,CLARK,9465 Bell Dr.,ATWATER,CA,95301,US,,Sand and Gravel,,OPEN PIT,CUP #3501,30.00,7995,11357.79
-13180969.877,4485671.5162,2020415,91-14-0106,CITY OF BISHOP D.G. PIT,240 W. South St.,37.333333,-118.406667,14.00 ,County of Inyo,2022,2 ,1.5,ACTIVE,RECLAMATION NOT STARTED,"LOS ANGELES COUNTY, DEPARTMENT OF WATER & POWER",240 W. South St. ,Bishop,CA,93514,,"LOS ANGELES COUNTY, DEPARTMENT OF WATER & POWER",300 MANDICH STREET,BISHOP,CA,93514,US,,Decomposed Granite,,OPEN PIT,8,19.00,20000,24712.75
-13180877.0365,4485710.4372,2020416,91-14-0080,K AND D FILL DIRT,2547 Leisure Circle,37.333611,-118.405833,14.00 ,County of Inyo,2021,2 ,0,ACTIVE,RECLAMATION IN PROGRESS,CLAIR,640 S. Main Street,Bishop,CA,93514,,CLAIR,2547 LEISURE CIRCLE,BISHOP,CA,93514,Inyo,,Decomposed Granite,,OPEN PIT,93-2,14.00,,23886.27
-13606890.6052,4485827.061,2020417,91-41-0003,LANGLEY HILL QUARRY,P.O. BOX 620626,37.334444,-122.232778,41.00 ,County of San Mateo,2021,2 ,10.75,ACTIVE,RECLAMATION NOT STARTED,LANGLEY HILL QUARRY,P.O. BOX 620626,WOODSIDE,CA,94062,,DEMPSEY,PO BOX 620626,WOODSIDE,CA,94062,,,Sand and Gravel,,OPEN PIT,BLANK,,69025.16,164874
-13430480.1591,4486060.4524,2020418,91-24-0015,GEORGE MINE -  - RECLAIMED,,37.336111,-120.648056,24.00 ,County of Mercd,1993,2 ,0,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,D & N TRUCKING,221 AIR PARK ROAD,ATWATER,CA,95301,,GEORGE,221 AIR PARK ROAD,ATWATER,CA,95301,,,Sand and Gravel,,UNDETERMINED,LLP 796,17.00,,
-13430387.3187,4486254.9259,2020419,91-24-0050,SUMPTER FARM SAND MINE-RECLAIMED,P.O. BOX 1610,37.3375,-120.647222,24.00 ,County of Mercd,2016,2 ,10,RECLAIMED,RECLAMATION IN PROGRESS,SUMPTER,P.O.BOX 1610,TWAIN HARTE,CA,95383,,SUMPTER,P.O.BOX 1610,TWAIN HARTE,CA,95383,,,Fill Dirt,,OPEN PIT,,28.00,,0
-13479275.1655,4486293.8491,2020420,91-50-0008,"FRANK B. MARKS & SON, INC.",PO BOX 668,37.337778,-121.086389,50.00 ,County of Stanislaus,2022,2 ,0,ACTIVE,RECLAMATION NOT STARTED,"FRANK B. MARKS & SON, INC.",PO BOX 668,NEWMAN,CA,95360,,"FRANK B. MARKS & SON, INC.",PO BOX 668,NEWMAN,CA,95360,,,Sand and Gravel,,"OPEN PIT,PLANT OR MILL",888 Vested ,200.00,,92402
-13427387.9263,4486410.4793,2020421,91-24-0042,SILVEIRA PIT - RECLAIMED,9780 W. SUNSET DRIVE,37.338611,-120.620278,24.00 ,County of Mercd,2007,2 ,0,CLOSED - RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,SILVEIRA,1473 E. WASHINGTON RD,EL NIDO,CA,95317,USA,SILVEIRA,9780 W. SUNSET DRIVE,ATWATER,CA,95301,,,Sand and Gravel,,OPEN PIT,CUP 00001,20.00,5957,5030
-13429583.3693,4486604.9593,2020422,91-24-0011,SUNSET PIT-  - RECLAIMED,,37.34,-120.64,24.00 ,County of Mercd,1997,2 ,,RECLAIMED,RECLAMATION IN PROGRESS,"G.R. CLARK, INC.",500 COMMERCE AVENUE,ATWATER,CA,95301,,CLARK,500 COMMERCE AVENUE,ATWATER,CA,95301,,,Sand and Gravel,,UNDETERMINED,BLANK,29.00,,
-13429861.668,4486682.8083,2020423,91-24-0016,SUNSET PIT,715 MARTIN LUTHER KING JR. WAY,37.340556,-120.6425,24.00 ,County of Mercd,2021,2 ,41,ACTIVE,RECLAMATION NOT STARTED,MERCED COUNTY PUBLIC WORKS,715 MARTIN LUTHER KING JR. WAY,MERCED,CA,95341-6041,,MERCED COUNTY PUBLIC WORKS -ROADS DIVISION,345 W 7TH STREET,MERCED,CA,95340,,,Fill Dirt,,OPEN PIT,CD-30,40.00,87765.96,109860
-13186566.687,4487266.1341,2020424,91-14-0128,COYOTE VALLEY AGGREGATE,P.O. BOX 3191,37.344722,-118.456944,14.00 ,County of Inyo,2022,2 ,25,ACTIVE,RECLAMATION IN PROGRESS,"7/11 MATERIALS, INC.",PO Box 3191,Modesto,CA,95353,,"7/11 MATERIALS, INC.",PO BOX 4770,MODESTO,CA,95353,US,,Sand and Gravel,,OPEN PIT,UNKNOWN,45.00,110000,157286
-13318573.1241,4487655.1292,2020425,91-20-0013,BRUCE PERSSON- RECLAIMED,PO BOX 1393,37.3475,-119.642778,20.00 ,County of Madera,2003,2 ,,RECLAIMED,RECLAMATION NOT STARTED,PERSSON,PO BOX 1393,OAKHURST,CA,93644,,PERSSON,PO BOX 1393,OAKHURST,CA,93644,,,Decomposed Granite,,,CUP 97-04,,,0
-13213932.8027,4489366.711,2020426,91-14-0007,PINE CREEK,9050 PINE CREEK ROAD,37.359722,-118.702778,14.00 ,County of Inyo,2021,2 ,0,IDLE,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"Avocet Tungsten, Inc. ",9050 Pine Creek Road,Bishop ,CA,93514,,BISHOP TUNGSTEN LLC,679 MARINA DRIVE,BOULDER,NV,89005,,RP 91-4,Tungsten,,"PLANT OR MILL,UNDERGROUND",BLANK,,,93762.63
-13170363.5785,4489483.5154,2020427,91-14-0053,MATERIALS SITE #302 NEW POLETA,,37.360556,-118.311389,14.00 ,County of Inyo,1999,2 ,1,CLOSED - MERGED,RECLAMATION NOT STARTED,NEW POLETA COMMUNTY PIT,"785 N. MAIN STREET, SUITE E",BISHOP,CA,93514,,CALTRANS,500 S. MAIN STREET,BISHOP,CA,93514,,,Shale,,QUARRY,CA 33372,0.00,,
-13170363.5785,4489483.5154,2020428,91-14-0061,NEW POLETA COMMUNITY PIT,,37.360556,-118.311389,14.00 ,County of Inyo,1990,2 ,10,EXEMPT,,,,,,,,BUREAU OF LAND MANAGEMENT,"787 N. MAIN STREET, SUITE P",BISHOP,CA,93514,,,,,QUARRY,,,,
-13318820.476,4489950.3258,2020429,91-20-0009,GAYLORDS DECOMPOSED GRANITE PI- RECLAIMED,,37.363889,-119.645,20.00 ,County of Madera,1992,2 ,0,RECLAIMED,RECLAMATION IN PROGRESS,GAYLORD,PO BOX 150,OAKHURST,CA,93644,,GAYLORD,PO BOX 150,OAKHURST,CA,93644,,,Decomposed Granite,,,CUP 91-30,6.00,63031,
-13342321.245,4490533.973,2020430,91-22-0003,OAK GROVE PIT-RECLAIMED,,37.368056,-119.856111,22.00 ,County of Mariposa,2000,2 ,1,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,BUNNING,3295 OAK GROVE ROAD,MARIPOSA,CA,95338,,BUNNING,3295 OAK GROVE ROAD,MARIPOSA,CA,95338,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,MP/RP 90-2,3.00,,
-13194853.8665,4491584.5356,2020431,91-14-0027,#116 BROCKMAN-RECLAIMED,500 SOUTH MAIN STREET,37.375556,-118.531389,14.00 ,County of Inyo,2012,2 ,0,RECLAIMED,RECLAMATION IN PROGRESS,CALTRANS,500 S. MAIN STREET,BISHOP,CA,93514,,CALTRANS,500 S. MAIN STREET,BISHOP,CA,93514,,,Sand and Gravel,,OPEN PIT,9A,120.00,3200000,0
-13177011.8012,4492479.4177,2020432,91-14-0004,ADAMS PIT,P.O. BOX 3191,37.381944,-118.371111,14.00 ,County of Inyo,2020,2 ,42,RECLAIMED,RECLAMATION IN PROGRESS,"7/11 MATERIALS, INC",P.O. BOX 3191,MODESTO,CA,95353,United States,"7/11 MATERIALS, INC.",PO BOX 4770,MODESTO,CA,95353,,,Sand and Gravel,,OPEN PIT,78-5,50.00,,0
-13318542.1772,4492829.6584,2020433,91-20-0011,SECTION 26 DG PIT-RECLAIMED,,37.384444,-119.6425,20.00 ,County of Madera,2002,2 ,0,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,OUTBACK MATERIALS,PO BOX 999,O'NEALS,CA,93645,,OUTBACK MATERIALS,PO BOX 999,O'NEALS,CA,93645,,,Decomposed Granite,,QUARRY,CUP 95-04,3.00,10000,
-13194699.2437,4493569.1249,2020434,91-14-0083,PIT #2 EAST OF CDF,240 W. South St.,37.389722,-118.53,14.00 ,County of Inyo,2022,2 ,14.26,ACTIVE,RECLAMATION NOT STARTED,LOS ANGELES DEPARTMENT OF WATER & POWER,240 W. South St. ,Bishop,CA,93514,,LOS ANGELES DEPARTMENT OF WATER & POWER,300 MANDICH,Bishop,CA,93514,US,,Sand and Gravel,,UNDETERMINED,BLANK,28.00,17097.32,139524.39
-13424079.2884,4493608.0751,2020435,91-24-0033,OLIVE AVENUE PIT -  - RECLAIMED,PO BOX 1624,37.39,-120.590556,24.00 ,County of Mercd,2006,2 ,0,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,BLACK DIAMOND AGGREGATES INC,PO BOX 3191,MODESTO,CA,95353,,BLACK DIAMOND AGGREGATES INC,PO BOX 3191,MODESTO,CA,95353,,,Sand and Gravel,,QUARRY,CUP 98012,40.00,8250,0
-13194822.9197,4493919.402,2020436,91-14-0033,#141 ROUND VALLEY PIT-RECLAIMED,500 SOUTH MAIN STREET,37.392222,-118.531111,14.00 ,County of Inyo,2012,2 ,0,RECLAIMED,RECLAMATION IN PROGRESS,CALTRANS,500 S. MAIN STREET,BISHOP,CA,93514,,CALTRANS,500 S. MAIN STREET,BISHOP,CA,93514,,,Sand and Gravel,,OPEN PIT,98-18,100.00,3200000,0
-13194822.9197,4493919.402,2020437,91-14-0063,ROUND VALLEY PIT,,37.392222,-118.531111,14.00 ,County of Inyo,1999,2 ,0,EXEMPT,RECLAMATION NOT STARTED,ROUND VALLEY COMMUNITY PIT,"785 N. MAIN STREET, SUITE E",BISHOP,CA,93514,,BUREAU OF LAND MANAGEMENT,"787 N. MAIN STREET, SUITE P",BISHOP,CA,93514,,,Sand and Gravel,,,0401B-1015 CA,10.00,,
-13196307.1425,4494425.3627,2020438,91-14-0114,OWENS VALLEY CC #26- EXEMPT,,37.395833,-118.544444,14.00 ,County of Inyo,1999,2 ,5,EXEMPT,RECLAMATION NOT STARTED,OWENS VALLEY CONSERVATION CAMP,2781 S. ROUND VALLEY ROAD,BISHOP,CA,93514,,CALIFORNIA DEPARTMENT OF FORESTRY,3800 SIERRA WAY,BISHOP,CA,92405,,,Decomposed Granite,,QUARRY,BLANK,,,
-13445786.5891,4494464.3162,2020439,91-24-0032,OAK STREET PIT -  - RECLAIMED,PO BOX 1624,37.396111,-120.785556,24.00 ,County of Mercd,2006,2 ,0,RECLAIMED,RECLAMATION IN PROGRESS,BLACK DIAMOND AGGREGATES INC,PO BOX 3191,MODESTO,CA,95353,,BLACK DIAMOND AGGREGATES INC,PO BOX 3191,MODESTO,CA,95353,,,Sand and Gravel,,QUARRY,98011,24.00,23540,0
-13192627.4767,4495164.9417,2020440,91-14-0062,PLEASANT VALLEY PIT,,37.401111,-118.511389,14.00 ,County of Inyo,1999,2 ,1,EXEMPT,RECLAMATION NOT STARTED,PLEASANT VALLEY COMMUNITY PIT,"785 N. MAIN STREET, SUITE E",BISHOP,CA,93514,,BUREAU OF LAND MANAGEMENT,"787 N. MAIN STREET, SUITE P",BISHOP,CA,93514,,,Sand and Gravel,,QUARRY,0401B-4-1017,,,
-13172713.6443,4495164.9417,2020441,91-14-0084,LAWS PIT,240 W. South St.,37.401111,-118.3325,14.00 ,County of Inyo,2022,2 ,10.2,ACTIVE,RECLAMATION NOT STARTED,"LOS ANGELES COUNTY, DEPARTMENT OF WATER & POWER",240 W. South St. ,Bishop,CA,93514,,"LOS ANGELES COUNTY, DEPARTMENT OF WATER & POWER",300 MANDICH STREET,BISHOP,CA,93514,US,,Shale,,UNDETERMINED,BLANK,15.00,12855.85,86492.8
